Theo - t3․gg\tTheo - t3․gg\t20260303\tI'm so f***ing tired of Obsidian.\thttps://www.youtube.com/watch?v=h6ukrWyqOm4
Theo - t3․gg\tTheo - t3․gg\t20260301\tCursor, Claude Code and Codex all have a BIG problem\thttps://www.youtube.com/watch?v=73F6ZURl1MQ
Theo - t3․gg\tTheo - t3․gg\t20260228\tSoftware engineering is dead now\thttps://www.youtube.com/watch?v=p2aea9dytpE
Theo - t3․gg\tTheo - t3․gg\t20260227\tTrump actually threatened Anthropic (this is bad…)\thttps://www.youtube.com/watch?v=MWFyApldYDA
Theo - t3․gg\tTheo - t3․gg\t20260226\tThey cut Node.js Memory in half 👀\thttps://www.youtube.com/watch?v=h8Pz51ZEW5U
Theo - t3․gg\tTheo - t3․gg\t20260225\tMy new app is really stupid (I wrote none of the code)\thttps://www.youtube.com/watch?v=9iUd2Ik-bBI
Theo - t3․gg\tTheo - t3․gg\t20260224\tAnthropic is lying to us.\thttps://www.youtube.com/watch?v=_k22WAEAfpE
Theo - t3․gg\tTheo - t3․gg\t20260223\tDelete your CLAUDE.md (and your AGENT.md too)\thttps://www.youtube.com/watch?v=GcNu6wrLTJc
